Const_4,VALUE,Val_4
Call,FUNC,Attribute
arguments,ARGS,Arg_message
Func_filter_integers,BODY,Expr
Var_odd,CTX,Store
Attribute,ATTR,Val_sort
HumanEval_129,HAS_DOCSTRING,Doc_Given_a_grid_with_N_
Assign,TARGETS,Var_dic
For,ITER,Var_brackets
Tuple,ELTS,Var_float
Var_s,CTX,Load
HumanEval_158,HAS_DOCSTRING,Doc_Write_a_function_tha
Var_balance,ID,Val_balance
Func_odd_count,ARGS,arguments
Var_year,ID,Val_year
Attribute,VALUE,Var_numbers
Func_encode_cyclic,NAME,Val_encode_cyclic
arguments,ARGS,Arg_s0
Func_odd_count,BODY,Return
comprehension,ITER,Var_message
Call,ARGS,Var_groups
Doc_Input_is_a_space-del,IMPLEMENTED_BY,Func_sort_numbers
Var_count,CTX,Store
Const_You are given two po...,VALUE,Val_You are given two po...
Arg_numbers,ARG,Val_numbers
Doc_Evaluates_polynomial,IMPLEMENTED_BY,Func_find_zero
Module,BODY,Func_change_base
Call,ARGS,Var_text
Call,ARGS,Var_begin
Call,ARGS,Var_p
Const_     Given a diction...,VALUE,Val_     Given a diction...
Func_get_max_triples,BODY,Expr
Call,ARGS,ListComp
arguments,ARGS,Arg_operand
Var_x,ID,Val_x
Tuple,ELTS,Var_neg
Func_fix_spaces,BODY,Expr
Const_ Given list of numbe...,VALUE,Val_ Given list of numbe...
Var_operations,CTX,Load
Func_count_up_to,ARGS,arguments
Var_largest,CTX,Store
For,TARGET,Var_j
Var_day,ID,Val_day
arguments,ARGS,Arg_paren_string
Doc_Return_a_string_cont,IMPLEMENTED_BY,Func_string_sequence
Func_eat,NAME,Val_eat
Func_filter_by_substring,ARGS,arguments
Const_eight,VALUE,Val_eight
Subscript,VALUE,Var_text
Func_count_up_to,BODY,Return
Doc_Given_a_positive_int,IMPLEMENTED_BY,Func_get_odd_collatz
Subscript,VALUE,ListComp
Func_factorize,NAME,Val_factorize
Func_match_parens,BODY,Return
Func_find_max,BODY,Expr
Func_match_parens,NAME,Val_match_parens
HumanEval_20,HAS_DOCSTRING,Doc_From_a_supplied_list
arguments,ARGS,Arg_lst
Tuple,ELTS,Var_switch
Const_We have an array 'ar...,VALUE,Val_We have an array 'ar...
AugAssign,VALUE,Var_i
Func_is_nested,BODY,Assign
Doc_For_a_given_list_of_,IMPLEMENTED_BY,Func_sum_product
Func_is_simple_power,BODY,Return
Expr,VALUE,Const_     returns encoded...
Const_You are given 2 word...,VALUE,Val_You are given 2 word...
Doc_Everyone_knows_Fibon,IMPLEMENTED_BY,Func_tri
ListComp,ELT,Var_char
Var_planet1,ID,Val_planet1
List,ELTS,Const_40
Doc_Return_maximum_eleme,IMPLEMENTED_BY,Func_max_element
Var_Any,CTX,Load
Func_count_distinct_characters,NAME,Val_count_distinct_chara...
Const_Return sorted unique...,VALUE,Val_Return sorted unique...
HumanEval_99,HAS_DOCSTRING,Doc_solve_HumanEval_99
Func_file_name_check,BODY,Assign
Var_number_as_string,ID,Val_number_as_string
AugAssign,TARGET,Var_prod_value
Return,VALUE,Call
Func_add_elements,NAME,Val_add_elements
Doc_Return_sorted_unique,IMPLEMENTED_BY,Func_unique
Assign,TARGETS,Var_planet2_index
Func_bf,BODY,Expr
Var_e,CTX,Load
Attribute,VALUE,Var_file_name
Attribute,VALUE,Var_check
HumanEval_122,HAS_DOCSTRING,Doc_Given_a_non-empty_ar
Var_div,ID,Val_div
Doc_prime_fib_returns_n-,IMPLEMENTED_BY,Func_prime_fib
Const_8,VALUE,Val_8
HumanEval_97,HAS_DOCSTRING,Doc_Complete_the_functio
Attribute,ATTR,Val_Counter
Const_     You'll be given...,VALUE,Val_     You'll be given...
Return,VALUE,Var_lst2
Module,BODY,Import
Return,VALUE,Const_0
Const_o,VALUE,Val_o
Assign,TARGETS,Var_flg
GeneratorExp,ELT,Call
Doc_You_are_given_a_stri,IMPLEMENTED_BY,Func_solve
Compare,LEFT,Var_gpa
Func_is_equal_to_sum_even,NAME,Val_is_equal_to_sum_even
Var_l,CTX,Load
Module,BODY,Func_words_string
Var_lst1,ID,Val_lst1
Var_new_text,CTX,Store
Func_parse_nested_parens,BODY,Return
Call,ARGS,Var_c
BinOp,RIGHT,Var_j
arguments,ARGS,Arg_arr
Var_sorted_array,ID,Val_sorted_array
BinOp,LEFT,Var_planet1_index
BinOp,LEFT,Var_s
Func_circular_shift,BODY,Expr
Call,ARGS,Const_101
Var_words,ID,Val_words
UnaryOp,OPERAND,Const_4
keyword,VALUE,Const_.
Subscript,VALUE,Var_c
Subscript,VALUE,Var_f
Func_multiply,ARGS,arguments
Compare,COMPARATORS,Var_suf
Var_oprt,CTX,Store
Set,ELTS,Const_O
Call,ARGS,Var_s_list
arguments,ARGS,Arg_q
comprehension,TARGET,Var_s
Var_S1,ID,Val_S1
Doc_Create_a_function_wh,IMPLEMENTED_BY,Func_file_name_check
Dict,KEYS,Const_.|
Compare,COMPARATORS,Var_n
Func_strange_sort_list,BODY,While
List,ELTS,Const_e
Assign,TARGETS,Var_m
Func_encode_shift,BODY,Expr
Func_sorted_list_sum,BODY,Expr
Func_poly,NAME,Val_poly
Var_char,CTX,Store
Func_count_upper,BODY,For
Func_fib4,BODY,Assign
Func_total_match,NAME,Val_total_match
Module,BODY,Func_even_odd_count
Assign,TARGETS,Var_end
Func_file_name_check,BODY,If
Var_reversed,CTX,Load
Var_odds,CTX,Load
arguments,ARGS,Arg_base
For,ITER,Var_extensions
IfExp,TEST,Var_text
Attribute,ATTR,Val_remove
Arg_N,ARG,Val_N
Func_select_words,BODY,Assign
Call,FUNC,Var_sum
Func_below_zero,ARGS,arguments
Expr,VALUE,Const_     You are given a...
Func_solve,NAME,Val_solve
Var_s0,ID,Val_s0
Func_below_zero,BODY,Return
Assign,TARGETS,Var_area
Func_select_words,ARGS,arguments
Arg_value,ARG,Val_value
Assign,TARGETS,Var_new_text
Expr,VALUE,Const_     Given a positiv...
Arg_test,ARG,Val_test
Const_     In this Kata yo...,VALUE,Val_     In this Kata yo...
Call,FUNC,Var_zip
Func_choose_num,ARGS,arguments
HumanEval_77,HAS_DOCSTRING,Doc_solve_HumanEval_77
Module,BODY,Func_filter_by_substring
Assign,TARGETS,Var_coords
For,TARGET,Var__
Const_ Return a string con...,VALUE,Val_ Return a string con...
Var_op,CTX,Load
Doc_You're_a_hungry_rabb,IMPLEMENTED_BY,Func_eat
Var_digit,CTX,Store
Var_new_lst,CTX,Load
Module,BODY,Func_modp
Var_k,CTX,Load
Var_reversed,ID,Val_reversed
Func_total_match,BODY,For
Module,BODY,Func_double_the_difference
Arg_number,ARG,Val_number
Dict,VALUES,Const_7
Arg_base,ANNOTATION,Var_int
Const_You are given two in...,VALUE,Val_You are given two in...
AugAssign,VALUE,Var_j
Var_ans,CTX,Store
Call,ARGS,Var_nums
Var_delimeter,CTX,Load
For,BODY,Try
AugAssign,TARGET,Var_number
Attribute,VALUE,Var_res
Var_gpa,CTX,Load
Call,ARGS,Var_k
Const_Neptune,VALUE,Val_Neptune
Call,ARGS,Const_
Func_parse_nested_parens,NAME,Val_parse_nested_parens
Expr,VALUE,"Const_     ""Given an array..."
HumanEval_11,HAS_DOCSTRING,Doc_Input_are_two_string
Tuple,ELTS,Const_D
Assign,TARGETS,Var_temp_b
Var_t,ID,Val_t
Assign,TARGETS,Var_n_consonants
IfExp,BODY,Call
Var_planet2,ID,Val_planet2
Func_fib4,BODY,If
HumanEval_5,HAS_DOCSTRING,Doc_Insert_a_number_'del
Arg_threshold,ARG,Val_threshold
Const_ xs represent coeffi...,VALUE,Val_ xs represent coeffi...
Expr,VALUE,Const_Evaluate whether the...
comprehension,TARGET,Var_d
Tuple,ELTS,UnaryOp
Module,BODY,Func_prime_fib
Compare,LEFT,Const_97
HumanEval_50,HAS_DOCSTRING,Doc_returns_encoded_stri
Doc_Create_a_function_th,IMPLEMENTED_BY,Func_compare_one
Func_encrypt,BODY,Return
Expr,VALUE,Const_     There are eight...
Var_message,CTX,Store
Doc_Given_list_of_number,IMPLEMENTED_BY,Func_rescale_to_unit
Subscript,SLICE,Var_Any
Func_by_length,NAME,Val_by_length
Func_generate_integers,BODY,Expr
IfExp,BODY,Const_0
Assign,VALUE,Var_val
Func_do_algebra,BODY,For
Subscript,VALUE,Var_vowels_replace
Expr,VALUE,Const_Given a string repre...
UnaryOp,OP,Not
Var_zip,CTX,Load
Var_x,CTX,Store
Var_collections,CTX,Load
Module,BODY,Func_next_smallest
Func_remove_duplicates,BODY,Import
Var_result,CTX,Store
BinOp,LEFT,Var_number
Doc_Return_the_largest_p,IMPLEMENTED_BY,Func_largest_prime_factor
Call,FUNC,Var_str
Doc_Write_a_function_tha,IMPLEMENTED_BY,Func_encode
Call,ARGS,Var_current_string
Slice,UPPER,BinOp
Var_interval2,CTX,Load
Func_numerical_letter_grade,BODY,Return
Compare,LEFT,Var_x
Var_enumerate,CTX,Load
Func_search,BODY,Expr
GeneratorExp,GENERATORS,comprehension
Func_total_match,BODY,Assign
Var_new_arr,CTX,Store
HumanEval_124,HAS_DOCSTRING,Doc_You_have_to_write_a_
Func_below_zero,NAME,Val_below_zero
Var_list,CTX,Load
Func_iscube,NAME,Val_iscube
Var_new_distance,ID,Val_new_distance
Func_filter_by_prefix,ARGS,arguments
Var_e2,CTX,Load
Expr,VALUE,Const_In this problem you ...
Lambda,BODY,Call
Var_month,ID,Val_month
HumanEval_153,HAS_DOCSTRING,Doc_You_will_be_given_th
Func_by_length,ARGS,arguments
Assign,TARGETS,Var_val
HumanEval_142,HAS_DOCSTRING,"Doc_""_____This_function_"
Var_even_count,ID,Val_even_count
Func_unique,NAME,Val_unique
Func_filter_by_prefix,BODY,Return
Var_number,ID,Val_number
Func_vowels_count,BODY,Expr
Module,BODY,Func_unique_digits
Func_total_match,ARGS,arguments
Func_by_length,BODY,Return
Module,BODY,Func_derivative
For,TARGET,Tuple
Func_concatenate,NAME,Val_concatenate
"Const_""     This function ...",VALUE,"Val_""     This function ..."
Var_i,CTX,Store
Func_order_by_points,BODY,Expr
Func_words_string,ARGS,arguments
UnaryOp,OPERAND,Const_2
Tuple,ELTS,IfExp
BinOp,LEFT,Var_b
arguments,ARGS,Arg_num
UnaryOp,OPERAND,Var_i
Var_n_vowels,ID,Val_n_vowels
Var_arr,CTX,Store
Compare,COMPARATORS,Const_0.0
Const_NO,VALUE,Val_NO
Func_minSubArraySum,BODY,Assign
Func_intersection,ARGS,arguments
If,BODY,Assign
Func_all_prefixes,RETURNS,Subscript
BinOp,RIGHT,Var_strong
Var_depth,CTX,Load
Expr,VALUE,Const_     Checks if given...
Var_min_value,CTX,Load
Const_11,VALUE,Val_11
Expr,VALUE,Const_sum_to_n is a functi...
Module,BODY,Func_is_bored
arguments,ARGS,Arg_operator
HumanEval_2,HAS_DOCSTRING,Doc_Given_a_positive_flo
Dict,KEYS,Const_four
For,ITER,Var_grades
Func_intersection,BODY,Func_is_prime
BoolOp,VALUES,Compare
Expr,VALUE,Const_     Check if two wo...
Attribute,VALUE,Const_ 
List,ELTS,Const_IV
HumanEval_155,HAS_DOCSTRING,Doc_Given_an_integer._re
Module,BODY,Func_is_nested
Var_isinstance,CTX,Load
Func_string_xor,ARGS,arguments
Var_lst1,CTX,Load
Compare,COMPARATORS,Const_8
Compare,COMPARATORS,Subscript
Var_elem,CTX,Store
Compare,COMPARATORS,Const_4
Expr,VALUE,Const_You are given a list...
Func_closest_integer,ARGS,arguments
BinOp,RIGHT,BinOp
BinOp,RIGHT,Var_remaining
Call,ARGS,Const_D
Call,ARGS,Const_B
Expr,VALUE,Const_Write a function tha...
HumanEval_132,HAS_DOCSTRING,Doc_solve_HumanEval_132
IfExp,ORELSE,Const_No
Call,ARGS,Var_result
Assign,VALUE,Call
BinOp,LEFT,Var_string
Attribute,VALUE,Var_txt
Var_planet_names,CTX,Store
Call,ARGS,Var_x
HumanEval_86,HAS_DOCSTRING,Doc_Write_a_function_tha
Var_digit,ID,Val_digit
BinOp,RIGHT,Var_h
HumanEval_4,HAS_DOCSTRING,Doc_For_a_given_list_of_
HumanEval_24,HAS_DOCSTRING,Doc_For_a_given_number_n
Module,BODY,Func_match_parens
For,TARGET,Var_word
comprehension,IFS,Var_x
Set,ELTS,Const_A
Const_ Insert a number 'de...,VALUE,Val_ Insert a number 'de...
Func_split_words,NAME,Val_split_words
Assign,VALUE,Const_0
List,ELTS,Const_I
comprehension,TARGET,Var_digit
Func_histogram,NAME,Val_histogram
Module,BODY,Func_flip_case
Return,VALUE,Var_res
Var_grid,CTX,Load
Subscript,VALUE,Var_x
Module,BODY,Func_pluck
Var_res,ID,Val_res
Assign,TARGETS,Var_value
Module,BODY,Func_filter_by_prefix
Call,ARGS,Var_elem
Func_minSubArraySum,BODY,If
HumanEval_98,HAS_DOCSTRING,"Doc_Given_a_string_s,_co"
Call,FUNC,Var_set
BinOp,RIGHT,Const_3
Arg_operations,ARG,Val_operations
Call,ARGS,Var_largest
Var_k,ID,Val_k
HumanEval_95,HAS_DOCSTRING,"Doc_Given_a_dictionary,_"
"Doc_In_this_problem,_you",IMPLEMENTED_BY,Func_exchange
Module,BODY,Func_filter_integers
Func_compare_one,BODY,Expr
Arg_strings,ANNOTATION,Subscript
AugAssign,VALUE,Const__
Var_numerator,CTX,Store
Call,ARGS,Var_delimeter
BinOp,RIGHT,Const_1
Tuple,ELTS,Var_day
Call,ARGS,GeneratorExp
Subscript,SLICE,Var_idx
Var_max_depth,CTX,Store
Var_total,CTX,Store
Const_ Check if in given l...,VALUE,Val_ Check if in given l...
Var_z,ID,Val_z
Call,ARGS,Var_xs
Func_fizz_buzz,NAME,Val_fizz_buzz
Func_how_many_times,BODY,Return
Compare,LEFT,Var_distance
Attribute,VALUE,Var_s
Const_Return True if all n...,VALUE,Val_Return True if all n...
Arg_j,ARG,Val_j
Var_N,CTX,Load
Var_odd_collatz,CTX,Load
Attribute,VALUE,Var_planet_names
HumanEval_157,HAS_DOCSTRING,Doc_solve_HumanEval_157
Module,BODY,Func_eat
Var_note_map,CTX,Load
Func_make_a_pile,NAME,Val_make_a_pile
Doc_Return_2^n_modulo_p_,IMPLEMENTED_BY,Func_modp
Call,ARGS,IfExp
Func_greatest_common_divisor,RETURNS,Var_int
Assign,TARGETS,Var_new_str
arguments,ARGS,Arg_S
arguments,ARGS,Arg_y
Doc_solve_HumanEval_92,IMPLEMENTED_BY,Func_any_int
Func_count_nums,BODY,Expr
HumanEval_61,HAS_DOCSTRING,Doc_brackets_is_a_string
Expr,VALUE,Const_ For a given string ...
Var_string,CTX,Load
Call,FUNC,Var_fibfib
Var_sorted_array,CTX,Load
Var_evens,ID,Val_evens
Func_specialFilter,NAME,Val_specialFilter
Arg_l,ARG,Val_l
Var_l,ID,Val_l
IfExp,ORELSE,Var_group
Doc_You_are_given_a_word,IMPLEMENTED_BY,Func_get_closest_vowel
Module,BODY,Func_skjkasdkd
Const_AEIOU,VALUE,Val_AEIOU
Var_round,ID,Val_round
Tuple,ELTS,Var_end
Assign,TARGETS,Var_max_depth
Func_reverse_delete,ARGS,arguments
Func_strange_sort_list,ARGS,arguments
Assign,TARGETS,Var_odd_count
HumanEval_130,HAS_DOCSTRING,Doc_Everyone_knows_Fibon
Subscript,VALUE,Var_dic
List,ELTS,Const_V
arguments,ARGS,Arg_values
Var_times,CTX,Load
Compare,COMPARATORS,Const_4.0
Func_reverse_delete,BODY,Return
Func_sum_to_n,ARGS,arguments
Tuple,ELTS,Const_2
Var_idx2,ID,Val_idx2
Func_get_positive,BODY,Return
Return,VALUE,Const_True
Func_fib,NAME,Val_fib
Assign,TARGETS,Var_frq
Func_digits_sum,NAME,Val_digits_sum
Func_sum_squares,BODY,Return
Var_suf,CTX,Load
Tuple,ELTS,Var_i
Func_common,NAME,Val_common
alias,NAME,Val_math
Func_median,BODY,Assign
Func_compare,BODY,Return
Expr,VALUE,Const_The FibFib number se...
Var_numbers,ID,Val_numbers
Compare,LEFT,Var_num
Func_get_row,BODY,Expr
AugAssign,VALUE,Const_1
Var_sym,CTX,Store
HumanEval_74,HAS_DOCSTRING,Doc_solve_HumanEval_74
Compare,LEFT,Var_m
Module,BODY,Func_Strongest_Extension
Func_sum_product,NAME,Val_sum_product
Var_lst,CTX,Load
Func_sort_numbers,NAME,Val_sort_numbers
Var_extensions,CTX,Load
Func_is_palindrome,RETURNS,Var_bool
Return,VALUE,Var_n_vowels
Var_expression,CTX,Load
Expr,VALUE,Call
AugAssign,TARGET,Var_expression
Func_greatest_common_divisor,BODY,Expr
Const_False,VALUE,Val_False
Func_sort_even,BODY,Return
Const_Add two numbers x an...,VALUE,Val_Add two numbers x an...
Var_l2,CTX,Store
IfExp,TEST,Var_largest
Compare,COMPARATORS,Var_i
Var_smallest,CTX,Store
Expr,VALUE,Const_ Filter an input lis...
Const_C-,VALUE,Val_C-
Var_lower,CTX,Load
Func_same_chars,ARGS,arguments
Set,ELTS,Const_o
Func_words_string,BODY,Return
Func_get_odd_collatz,BODY,Return
Return,VALUE,Const_None
Tuple,ELTS,Var_temp_b
Const_ of the ,VALUE,Val_ of the 
Var_prefix,ID,Val_prefix
Module,BODY,Func_histogram
Func_specialFilter,BODY,For
Module,BODY,Func_find_max
Doc_Write_a_function_tha,IMPLEMENTED_BY,Func_anti_shuffle
Module,BODY,Func_greatest_common_divisor
Var_odd_palindrome_count,CTX,Store
Func_rounded_avg,BODY,If
Func_unique_digits,BODY,Return
Var_is_prime,ID,Val_is_prime
Func_next_smallest,BODY,Assign
Func_get_closest_vowel,NAME,Val_get_closest_vowel
BinOp,LEFT,Var_n
Attribute,VALUE,Var_primes
Expr,VALUE,Const_Return only positive...
Expr,VALUE,Const_You are given a word...
Var_interval1,ID,Val_interval1
Doc_Test_if_given_string,IMPLEMENTED_BY,Func_is_palindrome
Var_area,CTX,Store
Func_rescale_to_unit,BODY,Return
Func_is_sorted,BODY,Assign
Func_minPath,ARGS,arguments
Var_i,ID,Val_i
Func_largest_smallest_integers,BODY,Expr
Const_M,VALUE,Val_M
Module,BODY,Func_fib
Return,VALUE,Var_my_tri
Const_31,VALUE,Val_31
comprehension,TARGET,Var_n
Expr,VALUE,Const_Return n-th Fibonacc...
Var_distance,CTX,Load
Func_sum_product,BODY,Expr
alias,NAME,Val_Optional
Var_fact,ID,Val_fact
Func_isPrime,BODY,For
Func_minPath,BODY,Return
Compare,COMPARATORS,Var_l
AugAssign,TARGET,Var_total
Func_move_one_ball,NAME,Val_move_one_ball
Const_     takes as input ...,VALUE,Val_     takes as input ...
List,ELTS,Const_i
Func_can_arrange,BODY,Expr
Compare,LEFT,Var_substring
Module,BODY,Func_solve
Expr,VALUE,Const_ From a given list o...
Call,ARGS,Var_num
Return,VALUE,Const_False
Var_re,ID,Val_re
Doc_Your_task_is_to_impl,IMPLEMENTED_BY,Func_simplify
Var_coeff,CTX,Load
Func_derivative,ARGS,arguments
Var_c,ID,Val_c
Func_is_multiply_prime,NAME,Val_is_multiply_prime
Var_product,ID,Val_product
Slice,UPPER,Var_planet1_index
Expr,VALUE,Const_Change numerical bas...
Func_strlen,NAME,Val_strlen
Func_rolling_max,NAME,Val_rolling_max
Var_threshold,CTX,Load
Func_mean_absolute_deviation,NAME,Val_mean_absolute_deviat...
Var_number_as_string,CTX,Store
Subscript,SLICE,Var_k
Subscript,VALUE,Var_num
comprehension,ITER,Call
Arg_guess,ARG,Val_guess
Return,VALUE,Var_count
While,BODY,Expr
BinOp,LEFT,Var_e
Var_odd_count,CTX,Store
Attribute,VALUE,Var_temp_a
Arg_substring,ARG,Val_substring
Var_lis,CTX,Load
Func_make_palindrome,BODY,Expr
Const_ascii,VALUE,Val_ascii
Func_specialFilter,BODY,Assign
Module,BODY,Func_bf
comprehension,TARGET,Var_e
HumanEval_116,HAS_DOCSTRING,"Doc_In_this_Kata,_you_ha"
IfExp,BODY,Const_True
HumanEval_10,HAS_DOCSTRING,Doc_Test_if_given_string
Func_fibfib,BODY,Expr
Var_min,ID,Val_min
Expr,VALUE,Const_ Check if in given l...
AugAssign,VALUE,List
Func_find_closest_elements,BODY,For
Const_I,VALUE,Val_I
Compare,LEFT,Var_planet2
Expr,VALUE,Const_ Find the shortest p...
Call,ARGS,Const_B+
Var_lst2,ID,Val_lst2
Assign,TARGETS,Var_int_digit
Var_temp_b,CTX,Store
Compare,LEFT,Var_val
Var_closing_bracket_index,ID,Val_closing_bracket_inde...
Module,BODY,Func_is_happy
Func_will_it_fly,BODY,Assign
Arg_grades,ARG,Val_grades
Var_ch,CTX,Load
Func_digits_sum,ARGS,arguments
Expr,VALUE,Const_     Given list of i...
Call,FUNC,Var_is_prime
Func_get_max_triples,BODY,Return
Tuple,ELTS,Const_Saturn
Dict,KEYS,Const_o|
Subscript,SLICE,Slice
Doc_The_Brazilian_factor,IMPLEMENTED_BY,Func_special_factorial
Var_l1,CTX,Load
Func_truncate_number,NAME,Val_truncate_number
Var_j,ID,Val_j
Func_digits_sum,BODY,Return
Func_histogram,ARGS,arguments
Call,ARGS,Var_temp_b
Var_new_str,ID,Val_new_str
Compare,COMPARATORS,Var_j
Attribute,VALUE,Var_string
Func_prime_fib,BODY,Import
Var_filter,CTX,Load
Var_set,ID,Val_set
Func_eat,ARGS,arguments
Func_solve,BODY,For
arguments,ARGS,Arg_decimal
Func_find_max,BODY,Return
Func_prime_length,ARGS,arguments
Const_Four,VALUE,Val_Four
Func_modp,BODY,Return
HumanEval_87,HAS_DOCSTRING,Doc_You_are_given_a_2_di
IfExp,BODY,Const_None
HumanEval_161,HAS_DOCSTRING,Doc_You_are_given_a_stri
HumanEval_102,HAS_DOCSTRING,Doc_This_function_takes_
Expr,VALUE,Const_Return true if a giv...
Var_special_fact,CTX,Store
HumanEval_163,HAS_DOCSTRING,Doc_Given_two_positive_i
Module,BODY,Func_f
arguments,ARGS,Arg_capacity
Assign,TARGETS,Var_lst
Compare,COMPARATORS,Var_l2
Func_file_name_check,NAME,Val_file_name_check
Module,BODY,Func_make_a_pile
BinOp,LEFT,UnaryOp
arguments,ARGS,Arg_shift
Module,BODY,Func_count_distinct_characters
AugAssign,OP,Add
Const_3.3,VALUE,Val_3.3
Const_     Given a positiv...,VALUE,Val_     Given a positiv...
Var_oprn,CTX,Load
Doc_solve_HumanEval_71,IMPLEMENTED_BY,Func_triangle_area
Expr,VALUE,Const_Create a function en...
Const_Circular shift the d...,VALUE,Val_Circular shift the d...
HumanEval_71,HAS_DOCSTRING,Doc_solve_HumanEval_71
Assign,TARGETS,Var_res
Module,BODY,Func_correct_bracketing
While,BODY,AugAssign
Var_sentences,CTX,Load
Doc_solve_HumanEval_148,IMPLEMENTED_BY,Func_bf
Doc_You're_given_a_list_,IMPLEMENTED_BY,Func_below_zero
comprehension,ITER,Var_numbers
